horizon,mse,mae,rmse,nrmse_std
1,2.3740313053131104,0.6304708123207092,1.5407891273498535,0.18865953385829926
5,4.481972694396973,0.9070775508880615,2.1170670986175537,0.2108650803565979
10,8.525152206420898,1.2069302797317505,2.919786214828491,0.25050944089889526
20,10.734886169433594,1.639927625656128,3.276413679122925,0.3136138916015625
50,31.024017333984375,2.9114205837249756,5.569920539855957,0.5097249150276184
