epoch,train_mse,val_mse
1,0.19978740665197373,0.07208585523068906
2,0.05199592004358768,0.046594175101816654
3,0.043777052910327914,0.04068542295098305
4,0.04151841222763061,0.03941919093579054
5,0.040219241156578066,0.039066490945219995
