data_scale,architecture,epoch,checkpoint,parameter_count,one_step_NRMSE,NRMSE_H5,NRMSE_H10,NRMSE_H20,NRMSE_H50,mean_NRMSE_H5_H10_H20,rollout_starts,evaluation_seconds
1000,Transformer-4L,25,outputs/checkpoints/world_model_ib_m1000_transformer4_epoch_025.pt,158086,0.18617606163024902,0.21516691148281097,0.26465263962745667,0.3255816400051117,0.4595060348510742,0.26846706370512646,9600,5.537957799853757
1000,Transformer-4L,30,outputs/checkpoints/world_model_ib_m1000_transformer4_epoch_030.pt,158086,0.1899292767047882,0.21393750607967377,0.26055052876472473,0.3171542286872864,0.4788808226585388,0.26388075451056164,9600,5.540058500133455
1000,Transformer-4L,35,outputs/checkpoints/world_model_ib_m1000_transformer4_epoch_035.pt,158086,0.1902509182691574,0.21269522607326508,0.25856494903564453,0.35629555583000183,0.8965681195259094,0.27585191031297046,9600,5.54991320008412
1000,Transformer-4L,40,outputs/checkpoints/world_model_ib_m1000_transformer4_epoch_040.pt,158086,0.1906142234802246,0.20545175671577454,0.23479847609996796,0.2892812192440033,0.36582186818122864,0.24317715068658194,9600,5.564973900094628
1000,Transformer-4L,45,outputs/checkpoints/world_model_ib_m1000_transformer4_epoch_045.pt,158086,0.19248084723949432,0.20997610688209534,0.25555405020713806,0.3253733813762665,0.4538964033126831,0.2636345128218333,9600,5.5682570999488235
1000,Transformer-4L,50,outputs/checkpoints/world_model_ib_m1000_transformer4_epoch_050.pt,158086,0.1907576322555542,0.21462583541870117,0.26282650232315063,0.3685237765312195,0.6256563067436218,0.28199203809102374,9600,5.510626599891111
100,MLP,5,outputs/checkpoints/world_model_ib_m100_mlp_epoch_005.pt,114438,0.20933601260185242,0.2502160370349884,0.2954753041267395,0.37482789158821106,0.36866143345832825,0.3068397442499797,960,0.4680885998532176
100,MLP,10,outputs/checkpoints/world_model_ib_m100_mlp_epoch_010.pt,114438,0.20271903276443481,0.25348883867263794,0.3113808035850525,0.41668251156806946,0.5193069577217102,0.3271840512752533,960,0.03962379996664822
100,MLP,15,outputs/checkpoints/world_model_ib_m100_mlp_epoch_015.pt,114438,0.20023535192012787,0.250397652387619,0.32544952630996704,0.4223070442676544,0.5783109664916992,0.3327180743217468,960,0.041385200107470155
100,MLP,20,outputs/checkpoints/world_model_ib_m100_mlp_epoch_020.pt,114438,0.20132043957710266,0.27077609300613403,0.3626757562160492,0.49609389901161194,0.6707201600074768,0.3765152494112651,960,0.04169880016706884
100,MLP,25,outputs/checkpoints/world_model_ib_m100_mlp_epoch_025.pt,114438,0.20711249113082886,0.2963235080242157,0.3926882743835449,0.520592987537384,0.554029643535614,0.4032015899817149,960,0.04361080005764961
100,MLP,30,outputs/checkpoints/world_model_ib_m100_mlp_epoch_030.pt,114438,0.20792460441589355,0.3164842128753662,0.46049535274505615,0.6593746542930603,0.890711784362793,0.4787847399711609,960,0.041131900157779455
100,MLP,35,outputs/checkpoints/world_model_ib_m100_mlp_epoch_035.pt,114438,0.19640830159187317,0.23440280556678772,0.280122846364975,0.31711170077323914,0.4797535836696625,0.2772124509016673,960,0.040313599864020944
100,MLP,40,outputs/checkpoints/world_model_ib_m100_mlp_epoch_040.pt,114438,0.2078995257616043,0.314432829618454,0.44147709012031555,0.5934742093086243,0.6097080707550049,0.4497947096824646,960,0.041683000046759844
100,MLP,45,outputs/checkpoints/world_model_ib_m100_mlp_epoch_045.pt,114438,0.20684894919395447,0.2911173701286316,0.391517698764801,0.5355522036552429,0.7596408724784851,0.40606242418289185,960,0.04820810002274811
100,MLP,50,outputs/checkpoints/world_model_ib_m100_mlp_epoch_050.pt,114438,0.2092878222465515,0.30979105830192566,0.4389750361442566,0.5958923101425171,0.6414486765861511,0.4482194681962331,960,0.05038129980675876
100,GRU,5,outputs/checkpoints/world_model_ib_m100_gru_epoch_005.pt,177030,0.20607833564281464,0.2940642833709717,0.4267992675304413,0.5519631505012512,0.3375381529331207,0.4242755671342214,960,0.43742839992046356
100,GRU,10,outputs/checkpoints/world_model_ib_m100_gru_epoch_010.pt,177030,0.1986796259880066,0.22956468164920807,0.24583613872528076,0.2754715383052826,0.36822739243507385,0.25029078622659046,960,0.32634070003405213
100,GRU,15,outputs/checkpoints/world_model_ib_m100_gru_epoch_015.pt,177030,0.19358259439468384,0.2043018937110901,0.2247225046157837,0.25137776136398315,0.36583489179611206,0.2268007198969523,960,0.33316839998587966
100,GRU,20,outputs/checkpoints/world_model_ib_m100_gru_epoch_020.pt,177030,0.19169636070728302,0.2106354832649231,0.25987061858177185,0.33450087904930115,0.6353917717933655,0.26833566029866535,960,0.33423599996604025
100,GRU,25,outputs/checkpoints/world_model_ib_m100_gru_epoch_025.pt,177030,0.19210508465766907,0.21522128582000732,0.25803884863853455,0.31465089321136475,0.4549853801727295,0.2626370092233022,960,0.3220887000206858
100,GRU,30,outputs/checkpoints/world_model_ib_m100_gru_epoch_030.pt,177030,0.19162483513355255,0.2253888100385666,0.30672597885131836,0.42724716663360596,0.7092415690422058,0.3197873185078303,960,0.32409760006703436
100,GRU,35,outputs/checkpoints/world_model_ib_m100_gru_epoch_035.pt,177030,0.1898319572210312,0.2034829556941986,0.21717028319835663,0.2662896513938904,0.3895699977874756,0.22898096342881522,960,0.3347237999550998
100,GRU,40,outputs/checkpoints/world_model_ib_m100_gru_epoch_040.pt,177030,0.192037433385849,0.22653917968273163,0.29828861355781555,0.351978600025177,0.4876001477241516,0.2922687977552414,960,0.3551069002132863
100,GRU,45,outputs/checkpoints/world_model_ib_m100_gru_epoch_045.pt,177030,0.19097566604614258,0.22651493549346924,0.3018077313899994,0.3766144812107086,0.4967447519302368,0.3016457160313924,960,0.3232287000864744
100,GRU,48,outputs/checkpoints/world_model_ib_m100_gru_best.pt,177030,0.18758004903793335,0.20727169513702393,0.25090885162353516,0.3165179491043091,0.5179804563522339,0.25823283195495605,960,0.32118079997599125
100,GRU,50,outputs/checkpoints/world_model_ib_m100_gru_epoch_050.pt,177030,0.18954558670520782,0.2129347175359726,0.26558223366737366,0.36434221267700195,0.6106370687484741,0.2809530546267827,960,0.34017879981547594
100,LSTM,5,outputs/checkpoints/world_model_ib_m100_lstm_epoch_005.pt,227462,0.23428605496883392,0.29114073514938354,0.32877394556999207,0.3488852381706238,0.31641456484794617,0.32293330629666644,960,0.5037402999587357
100,LSTM,10,outputs/checkpoints/world_model_ib_m100_lstm_epoch_010.pt,227462,0.2029983550310135,0.24309003353118896,0.2909129858016968,0.38105297088623047,0.6062252521514893,0.30501866340637207,960,0.5143722998909652
100,LSTM,15,outputs/checkpoints/world_model_ib_m100_lstm_epoch_015.pt,227462,0.1989920437335968,0.2276967614889145,0.27676185965538025,0.33023884892463684,0.5054656863212585,0.2782324900229772,960,0.5108287998009473
100,LSTM,20,outputs/checkpoints/world_model_ib_m100_lstm_epoch_020.pt,227462,0.19170764088630676,0.2084818035364151,0.2500433325767517,0.30141201615333557,0.4997986853122711,0.2533123840888341,960,0.5032754000276327
100,LSTM,25,outputs/checkpoints/world_model_ib_m100_lstm_epoch_025.pt,227462,0.19634202122688293,0.24342170357704163,0.3321559429168701,0.385606586933136,0.4180319607257843,0.32039474447568256,960,0.530472399899736
100,LSTM,30,outputs/checkpoints/world_model_ib_m100_lstm_epoch_030.pt,227462,0.19359932839870453,0.22769419848918915,0.2999943792819977,0.3960171341896057,0.5721319317817688,0.30790190398693085,960,0.5048718000762165
100,LSTM,35,outputs/checkpoints/world_model_ib_m100_lstm_epoch_035.pt,227462,0.19093796610832214,0.2093162089586258,0.2448023557662964,0.28921622037887573,0.38026881217956543,0.24777826170126596,960,0.5206422000192106
100,LSTM,40,outputs/checkpoints/world_model_ib_m100_lstm_epoch_040.pt,227462,0.19423207640647888,0.23031285405158997,0.3116556406021118,0.333972692489624,0.4046578109264374,0.29198039571444195,960,0.5067178998142481
100,LSTM,45,outputs/checkpoints/world_model_ib_m100_lstm_epoch_045.pt,227462,0.19402098655700684,0.2308027446269989,0.3280053436756134,0.3898267447948456,0.5752423405647278,0.31621161103248596,960,0.5060507000889629
100,LSTM,48,outputs/checkpoints/world_model_ib_m100_lstm_best.pt,227462,0.18855874240398407,0.20304809510707855,0.2404731810092926,0.3007263243198395,0.5392375588417053,0.24808253347873688,960,0.5226706999819726
100,LSTM,50,outputs/checkpoints/world_model_ib_m100_lstm_epoch_050.pt,227462,0.19104331731796265,0.2122649997472763,0.2681770920753479,0.3390309512615204,0.470110148191452,0.2731576810280482,960,0.509818600025028
100,Transformer-4L,5,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_005.pt,158086,0.20809471607208252,0.4004032611846924,0.5751137733459473,0.640817403793335,0.43006739020347595,0.5387781461079916,960,0.5750169998500496
100,Transformer-4L,10,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_010.pt,158086,0.19547542929649353,0.3134867548942566,0.45527613162994385,0.5991459488868713,0.7354497313499451,0.4559696118036906,960,0.5338720998261124
100,Transformer-4L,15,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_015.pt,158086,0.19399571418762207,0.2799844443798065,0.40450677275657654,0.607079267501831,0.9930800795555115,0.4305234948794047,960,0.5363948999438435
100,Transformer-4L,19,outputs/checkpoints/world_model_ib_m100_transformer4_best.pt,158086,0.18923422694206238,0.23680119216442108,0.3212706744670868,0.3709217607975006,0.37707147002220154,0.3096645424763362,960,0.5841566000599414
100,Transformer-4L,20,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_020.pt,158086,0.19155287742614746,0.262014776468277,0.37049660086631775,0.5282140374183655,0.6123450398445129,0.38690847158432007,960,0.5421241000294685
100,Transformer-4L,25,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_025.pt,158086,0.19248570501804352,0.2883593738079071,0.4150248169898987,0.5567482709884644,0.7323297262191772,0.4200441539287567,960,0.552982300054282
100,Transformer-4L,30,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_030.pt,158086,0.19357091188430786,0.28255680203437805,0.38679641485214233,0.5010137557983398,0.5722068548202515,0.39012232422828674,960,0.5461335999425501
100,Transformer-4L,35,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_035.pt,158086,0.192148357629776,0.27925553917884827,0.4019618332386017,0.4771389067173004,0.5181484818458557,0.38611875971158344,960,0.5560739000793546
100,Transformer-4L,40,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_040.pt,158086,0.19494350254535675,0.2772844433784485,0.4072757065296173,0.47177019715309143,0.4902268946170807,0.38544344902038574,960,0.5454778999555856
100,Transformer-4L,45,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_045.pt,158086,0.19942060112953186,0.3063708245754242,0.45256203413009644,0.5465362071990967,0.699728786945343,0.4351563553015391,960,0.5469531000126153
100,Transformer-4L,50,outputs/checkpoints/world_model_ib_m100_transformer4_epoch_050.pt,158086,0.19339346885681152,0.2553631365299225,0.3822775185108185,0.4689347445964813,0.6290265321731567,0.3688584665457408,960,0.5387089001014829
10000,MLP,1,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_001.pt,114438,0.20128411054611206,0.3040849268436432,0.40082263946533203,0.4849792718887329,0.5326381921768188,0.3966289460659027,10000,1.1912473000120372
10000,MLP,2,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_002.pt,114438,0.21156466007232666,0.31123363971710205,0.42173251509666443,0.5310683846473694,0.6119397878646851,0.4213448464870453,10000,0.691750800004229
10000,MLP,3,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_003.pt,114438,0.21372462809085846,0.31724363565444946,0.43412479758262634,0.5551806092262268,0.6785946488380432,0.4355163474877675,10000,0.7506946998182684
10000,MLP,4,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_004.pt,114438,0.2116042673587799,0.33368322253227234,0.4583264887332916,0.6129249930381775,0.5974096059799194,0.46831156810124713,10000,0.720947900088504
10000,MLP,5,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_005.pt,114438,0.2088799923658371,0.29897022247314453,0.39936742186546326,0.5048953890800476,0.43919429183006287,0.40107767780621845,10000,0.7529730000533164
10000,MLP,6,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_006.pt,114438,0.21947522461414337,0.3673911988735199,0.5281513929367065,0.6199275851249695,0.5099611282348633,0.5051567256450653,10000,0.7061874000355601
10000,MLP,7,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_007.pt,114438,0.21752211451530457,0.3393230140209198,0.4777596592903137,0.5767331719398499,0.6875972151756287,0.46460528175036114,10000,0.7863164998125285
10000,MLP,8,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_008.pt,114438,0.21294908225536346,0.3449269235134125,0.47019436955451965,0.6074108481407166,0.6665354371070862,0.4741773804028829,10000,0.7256751998793334
10000,MLP,9,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_009.pt,114438,0.21718676388263702,0.3384611904621124,0.4581616520881653,0.5747703313827515,0.4953788220882416,0.4571310579776764,10000,0.7828540001064539
10000,MLP,10,outputs/checkpoints/world_model_ib_m10000_mlp_epoch_010.pt,114438,0.20826035737991333,0.32095620036125183,0.42569687962532043,0.526056706905365,0.6193524599075317,0.42423659563064575,10000,0.7032988001592457
10000,GRU,1,outputs/checkpoints/world_model_ib_m10000_gru_epoch_001.pt,177030,0.18723027408123016,0.24161142110824585,0.3022229075431824,0.4334147274494171,0.7201641798019409,0.3257496853669484,10000,7.632309400010854
10000,GRU,2,outputs/checkpoints/world_model_ib_m10000_gru_epoch_002.pt,177030,0.2006363570690155,0.2756613492965698,0.3432399034500122,0.4657862186431885,0.6381356120109558,0.36156249046325684,10000,7.523975600022823
10000,GRU,3,outputs/checkpoints/world_model_ib_m10000_gru_epoch_003.pt,177030,0.1990203559398651,0.292574018239975,0.3706612288951874,0.4896811246871948,0.6635302305221558,0.3843054572741191,10000,7.518431599950418
10000,GRU,4,outputs/checkpoints/world_model_ib_m10000_gru_epoch_004.pt,177030,0.19494052231311798,0.27882120013237,0.3379824459552765,0.4536934196949005,0.6322410106658936,0.356832355260849,10000,7.520403200061992
10000,GRU,5,outputs/checkpoints/world_model_ib_m10000_gru_epoch_005.pt,177030,0.19818180799484253,0.29053202271461487,0.36400607228279114,0.4816912114620209,0.6852675080299377,0.3787431021531423,10000,7.643199099926278
10000,GRU,6,outputs/checkpoints/world_model_ib_m10000_gru_epoch_006.pt,177030,0.1985051929950714,0.2949696183204651,0.3647831380367279,0.4905035197734833,0.7097020745277405,0.3834187587102254,10000,7.704633999848738
10000,GRU,7,outputs/checkpoints/world_model_ib_m10000_gru_epoch_007.pt,177030,0.20247234404087067,0.30212682485580444,0.3880428373813629,0.5277274250984192,0.7133374214172363,0.40596569577852887,10000,7.780118900118396
10000,GRU,8,outputs/checkpoints/world_model_ib_m10000_gru_epoch_008.pt,177030,0.2023308128118515,0.3033577799797058,0.37628087401390076,0.5044546127319336,0.6994842886924744,0.39469775557518005,10000,7.817673899931833
10000,GRU,9,outputs/checkpoints/world_model_ib_m10000_gru_epoch_009.pt,177030,0.20458261668682098,0.3080440163612366,0.36357977986335754,0.4586789906024933,0.6319404244422913,0.3767675956090291,10000,7.858336500125006
10000,GRU,10,outputs/checkpoints/world_model_ib_m10000_gru_epoch_010.pt,177030,0.2090567946434021,0.325878769159317,0.4022270441055298,0.5281423330307007,0.7431503534317017,0.4187493820985158,10000,7.912704600021243
10000,LSTM,1,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_001.pt,227462,0.19298401474952698,0.27049317955970764,0.3338284492492676,0.43543192744255066,0.6732742786407471,0.3465845187505086,10000,12.800250799860805
10000,LSTM,2,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_002.pt,227462,0.20678375661373138,0.26499664783477783,0.318014919757843,0.3963146209716797,0.6037181615829468,0.32644206285476685,10000,12.830742300022393
10000,LSTM,3,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_003.pt,227462,0.20606742799282074,0.27813637256622314,0.3426287770271301,0.42599526047706604,0.5965183973312378,0.34892013669013977,10000,12.839136299910024
10000,LSTM,4,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_004.pt,227462,0.20571106672286987,0.27399009466171265,0.3203212022781372,0.3748628497123718,0.5022673606872559,0.3230580488840739,10000,12.884176700143144
10000,LSTM,5,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_005.pt,227462,0.20557072758674622,0.2891586124897003,0.3295324742794037,0.3968995213508606,0.5417048335075378,0.33853020270665485,10000,12.825174799887463
10000,LSTM,6,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_006.pt,227462,0.20852480828762054,0.29511404037475586,0.34043264389038086,0.40801990032196045,0.5022531747817993,0.34785552819569904,10000,12.890224500093609
10000,LSTM,7,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_007.pt,227462,0.20833218097686768,0.289183109998703,0.3282070755958557,0.4237699508666992,0.590436577796936,0.3470533788204193,10000,12.848614699905738
10000,LSTM,8,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_008.pt,227462,0.2117103785276413,0.2969609797000885,0.3408660888671875,0.4219166338443756,0.5939909815788269,0.35324790080388385,10000,12.810189199866727
10000,LSTM,9,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_009.pt,227462,0.20923173427581787,0.2894774377346039,0.33594897389411926,0.44168880581855774,0.6924751400947571,0.35570507248242694,10000,12.839924899861217
10000,LSTM,10,outputs/checkpoints/world_model_ib_m10000_lstm_epoch_010.pt,227462,0.21256199479103088,0.296773225069046,0.34132394194602966,0.4255375564098358,0.5937617421150208,0.35454490780830383,10000,12.862361300038174
10000,Transformer-4L,1,outputs/checkpoints/world_model_ib_m10000_transformer4_epoch_001.pt,158086,0.18774116039276123,0.25763651728630066,0.34632837772369385,0.4855235815048218,0.793250560760498,0.3631628255049388,10000,13.993168300017715
10000,Transformer-4L,2,outputs/checkpoints/world_model_ib_m10000_transformer4_epoch_002.pt,158086,0.18978014588356018,0.2460838407278061,0.2756548225879669,0.35715797543525696,0.3761913478374481,0.2929655462503433,10000,14.09617320005782
10000,Transformer-4L,3,outputs/checkpoints/world_model_ib_m10000_transformer4_epoch_003.pt,158086,0.1968706101179123,0.23730508983135223,0.2660791277885437,0.3081338703632355,0.3911078870296478,0.27050602932771045,10000,14.094404200091958
10000,Transformer-4L,4,outputs/checkpoints/world_model_ib_m10000_transformer4_epoch_004.pt,158086,0.19311054050922394,0.23371930420398712,0.271550714969635,0.34903761744499207,0.5393339395523071,0.2847692122062047,10000,14.111267500091344
10000,Transformer-4L,5,outputs/checkpoints/world_model_ib_m10000_transformer4_epoch_005.pt,158086,0.1879526972770691,0.22951488196849823,0.27214300632476807,0.3304119408130646,0.5368557572364807,0.2773566097021103,10000,14.098981000017375
10000,Transformer-4L,6,outputs/checkpoints/world_model_ib_m10000_transformer4_epoch_006.pt,158086,0.19182364642620087,0.23963412642478943,0.25365734100341797,0.2777489423751831,0.36354243755340576,0.2570134699344635,10000,14.224391700001433
10000,Transformer-4L,7,outputs/checkpoints/world_model_ib_m10000_transformer4_epoch_007.pt,158086,0.1929912120103836,0.23895926773548126,0.26520830392837524,0.30983319878578186,0.4435065984725952,0.27133359014987946,10000,14.14123409986496
