epoch,train_mse,val_mse,learning_rate,epoch_seconds,elapsed_seconds
1,0.06966814172744751,0.036254835093915465,0.0003,17.19068909995258,17.190688000060618
2,0.033665881551742556,0.03535461367219687,0.0003,16.91967560001649,34.12102139997296
3,0.03215657954758406,0.03468319448024035,0.0003,16.93052659998648,51.058454300044104
4,0.031423700843274595,0.03250502487361431,0.0003,16.988388899946585,68.05455000000075
5,0.03088577934074402,0.03300550160259008,0.0003,16.91467919992283,84.97713960008696
6,0.030606429931879044,0.03204722386360168,0.0003,16.788514300016686,101.77317739999853
7,0.030239461537599564,0.03243518753379583,0.0003,16.976641199784353,118.7573334001936
8,0.03000794387578964,0.03259958467930555,0.0003,17.140523599926382,135.89893440017477
9,0.029779757845401763,0.032329408448040484,0.0003,16.868759899865836,152.76874740002677
10,0.029534672554969787,0.03232298646599054,0.0003,17.04774759989232,169.8177356000524
11,0.029276034914016723,0.032457448042035104,0.0003,17.032825799891725,186.85811720020138
12,0.0291150981733799,0.032211974683701995,0.0003,16.88619489991106,203.74547890014946
13,0.028939632544517518,0.032044691798985,0.0003,17.02153450017795,220.7681696000509
14,0.02869117298936844,0.033194071653187274,0.0003,16.969510100083426,237.74554480006918
15,0.028443601865649225,0.03276065078824759,0.0003,17.205103399930522,254.95176249998622
16,0.028248516001105308,0.03391035136848688,0.0003,16.95524929999374,271.91540850000456
17,0.02793860888981819,0.033955785547494885,0.0003,16.931833799928427,288.8482255002018
18,0.027623955785512924,0.03408895518571138,0.0003,17.139849200146273,305.9892107001506
19,0.0270862687009573,0.035344164606034754,0.0003,17.082725999876857,323.0731699001044
20,0.02666764372086525,0.0358515070310235,0.0003,17.03371570003219,340.1080185000319
21,0.02614693538236618,0.037573773151934144,0.0003,17.17402149992995,357.29282040009275
22,0.02560923035120964,0.03640883852928877,0.0003,17.473672700114548,374.7679539001547
23,0.024964858287990093,0.03720941042661667,0.0003,16.897462600143626,391.66693820012733
24,0.02434386067533493,0.03738865213662386,0.0003,17.009998699883,408.67814830015413
25,0.023736988351225854,0.038534254005253316,0.0003,16.9791623998899,425.65848039998673
26,0.02306791253566742,0.038382297411859036,0.0003,17.06234099995345,442.7291296001058
27,0.02251229833841324,0.03922859911561012,0.0003,17.067098999861628,459.79748800001107
28,0.022050573077440263,0.03965986632019281,0.0003,17.14818250015378,476.9468466001563
29,0.021451347595274447,0.03888386905968189,0.0003,16.952927300008014,493.90096390014514
30,0.0208906745197773,0.038574616892933844,0.0003,17.010550499893725,510.9127132000867
31,0.020459273008763792,0.040273741556704046,0.0003,16.959451700095087,527.8802903001197
32,0.019997102731585503,0.04086095013588667,0.0003,16.832064300077036,544.7135326999705
33,0.019537145785033704,0.04000570377767086,0.0003,16.982923100003973,561.6975328000262
34,0.019243288593709468,0.0418395853215456,0.0003,16.924335000105202,578.6230935000349
35,0.018746252355456353,0.04053145634055138,0.0003,16.936859200010076,595.5615914000664
36,0.018399259273052214,0.04119126343846321,0.0003,16.978837399976328,612.5486771999858
37,0.01805932446718216,0.0409303564798832,0.0003,17.1246185998898,629.6746824001893
38,0.017850756814002992,0.041313887730538845,0.0003,16.889236999908462,646.5653076001909
39,0.017478940948188304,0.042540715938508514,0.0003,17.10419029998593,663.6707309000194
40,0.017250168839633463,0.04116001550346613,0.0003,17.248342299833894,680.9205405001994
41,0.016978759782493115,0.041877572696805,0.0003,16.90747349988669,697.8362670000643
42,0.01666789606755972,0.042228819245100024,0.0003,17.045184300048277,714.8826800000388
43,0.016439111295104027,0.041637667727172374,0.0003,17.109102200018242,731.9932670001872
44,0.01624730996388197,0.04231719206154346,0.0003,17.077444499824196,749.0720389001071
45,0.015997517863154412,0.04241697770357132,0.0003,17.07440420007333,766.1476231000852
46,0.015863841046333312,0.04386616817623377,0.0003,16.907041700091213,783.0632105001714
47,0.01570897858732939,0.043016719480752946,0.0003,17.28904929989949,800.3536061001942
48,0.015499731483459473,0.04266209432274103,0.0003,16.918227300047874,817.2731884000823
49,0.015297935550391674,0.04293590247571468,0.0003,17.256998399971053,834.5315667001996
50,0.015130363880813121,0.04463513597458601,0.0003,17.141608299920335,851.6747771999799
