horizon,mse,mae,rmse,nrmse_std
1,2.862597942352295,0.6753920912742615,1.691921353340149,0.20291535556316376
5,4.303283214569092,0.8550954461097717,2.0744357109069824,0.21733315289020538
10,6.289183139801025,1.0106414556503296,2.507824420928955,0.2524033784866333
20,6.475664138793945,1.2095495462417603,2.5447325706481934,0.296968936920166
50,10.628172874450684,1.9094268083572388,3.2600879669189453,0.31822606921195984
