variable,mse,mae,rmse,nrmse_std
setpoint,0.0002074584917863831,0.00965974386781454,0.014403419569134712,0.014403419569134712
velocity,0.09665172547101974,0.20302924513816833,0.3108886182308197,0.050163425505161285
gain,0.10004524886608124,0.1149602085351944,0.31629928946495056,0.09941211342811584
shift,0.40546727180480957,0.3799183964729309,0.6367630958557129,0.06015734747052193
fatigue,7.897609233856201,1.5961308479309082,2.8102686405181885,0.4426521360874176
consumption,8.199897766113281,2.0449612140655518,2.863546371459961,0.14902730286121368
