horizon,mse,mae,rmse,nrmse_std
1,2.4058380126953125,0.6394143104553223,1.5510764122009277,0.18812362849712372
5,5.285180568695068,0.8834927678108215,2.298952102661133,0.22329123318195343
10,11.330771446228027,1.1276214122772217,3.3661210536956787,0.29643550515174866
20,13.783949851989746,1.2627062797546387,3.712674140930176,0.33349427580833435
50,21.574583053588867,1.356520175933838,4.644845008850098,0.3936361074447632
