epoch,train_nll,val_official_sum_batch_mse,val_mse
1,12702.25,28240.84375,72.23088666666666
2,4.76406640625,8196.0556640625,20.963345
3,2.00532275390625,241.64987182617188,0.6182218229166667
4,1.27379638671875,299.5958557128906,0.7663203645833333
5,1.1152137451171875,285.4684143066406,0.730178125
6,0.9694232177734375,270.8890686035156,0.6928836458333333
7,0.9190379028320312,227.95423889160156,0.58306703125
8,0.87380517578125,227.7969970703125,0.5826679166666666
9,0.8067302856445312,211.32496643066406,0.5405305729166666
10,0.7588062133789063,169.9573211669922,0.4347232552083333
11,0.699425537109375,134.87339782714844,0.34500114583333336
12,0.6022312622070313,128.23158264160156,0.3280158072916667
13,0.5220479736328125,105.51128387451172,0.26989421875
14,0.4572955322265625,94.18306732177734,0.24091791666666668
15,0.416712890625,86.0900650024414,0.22022549479166667
16,0.41578131103515625,66.22565460205078,0.16941497395833333
17,0.455427001953125,75.42796325683594,0.1929521484375
18,0.346369140625,154.54217529296875,0.39530197916666665
19,0.3827657470703125,81.03345489501953,0.20728694010416668
20,0.3376763916015625,53.420352935791016,0.13665040364583333
21,0.32379190063476565,60.827880859375,0.15560459635416668
22,0.26002130126953127,39.14963150024414,0.10015423177083334
23,0.1532073974609375,52.55802536010742,0.1344555859375
24,0.03896595001220703,41.73432540893555,0.10676229817708334
25,-0.10734404754638673,57.72276306152344,0.14766299479166667
26,376.16525,120.05111694335938,0.307077109375
27,1.3360006103515625,101.40522766113281,0.25938645833333335
28,0.9339783325195312,207.63026428222656,0.5310343229166666
29,3.756524658203125,79.34285736083984,0.20295666666666667
30,5.3329541015625,89.18335723876953,0.22811502604166667
31,3.3592607421875,85.26806640625,0.21810993489583333
32,3.014061279296875,84.0538101196289,0.21500748697916666
33,1.7925986328125,135.21920776367188,0.34587736979166667
34,1.3737169189453124,85.9693603515625,0.21989153645833334
35,0.9097463989257812,69.32074737548828,0.17732213541666667
36,0.6613968505859374,82.9869384765625,0.2122658984375
37,0.5444898071289063,61.000431060791016,0.15603891927083333
38,0.3653953857421875,97.49153137207031,0.24938674479166667
39,0.32030108642578126,99.24374389648438,0.25385442708333333
40,0.21864042663574218,54.445533752441406,0.13927686197916667
41,11996647.424,904380864.0,2313015.13216
42,419367.392,140788592.0,360072.94293333334
43,41304.372,17069400.0,43654.78912
44,4041.90025,890834.0,2278.386986666667
45,587.6070625,124614.421875,318.84936
46,239.6289375,63737.96875,163.07377333333332
47,138.329953125,45104.15234375,115.3872
48,112.0788125,39310.0234375,100.56030666666666
49,90.1426484375,34484.9453125,88.21789333333334
50,66.2439453125,30007.93359375,76.76589333333334
51,49.3660078125,26514.353515625,67.82754666666666
52,31.3114921875,22287.12890625,57.01286666666667
53,17.1982890625,15749.9736328125,40.29037666666667
54,9.769408203125,13043.4931640625,33.36586666666667
55,7.786986328125,11295.3564453125,28.89333
56,8.86106640625,9629.1279296875,24.631238333333332
57,16.083419921875,6274.58544921875,16.051475
58,54.36925390625,6551.42529296875,16.758665
59,58.68398046875,3885.613525390625,9.939570833333333
60,52.20657421875,25208.1171875,64.47346
61,46.46685546875,2308.264892578125,5.903943333333333
62,37.42920703125,4618.25244140625,11.8120525
63,29.73266015625,353.5599365234375,0.9044252083333333
64,21.107548828125,11297.896484375,28.89513
65,16.21358203125,136.88882446289062,0.350211640625
66,12.818705078125,10020.408203125,25.628406666666667
67,8.7866943359375,133.34451293945312,0.3411276302083333
68,7.7519970703125,70392.046875,180.03193333333334
69,5.47586279296875,152.47459411621094,0.3900370833333333
70,4.5751435546875,179.11300659179688,0.4581591666666667
71,4.1765009765625,90.54408264160156,0.23165411458333332
72,3.640609375,254.64248657226562,0.6513613020833333
73,3.139992431640625,73.35431671142578,0.18768091145833332
74,3.06716943359375,114.65094757080078,0.293311484375
75,2.817626953125,104.572265625,0.2675108854166667
76,2.7532099609375,129.3348388671875,0.330861953125
77,2.629473876953125,101.84337615966797,0.260516875
78,2.57146728515625,2169.77294921875,5.54930375
79,2.377972900390625,90.03997039794922,0.23032375
80,2.43565380859375,65.77010345458984,0.168267421875
81,2.188643310546875,90.01058197021484,0.23024450520833334
82,2.113587158203125,70.45475006103516,0.1802243359375
83,1.940469970703125,456.32318115234375,1.1671533333333333
84,1.828429931640625,71.53941345214844,0.18300884114583332
85,1.3207225341796875,102.03024291992188,0.26098888020833333
86,1.098239501953125,77.28321075439453,0.1976846875
87,0.7653738403320313,48.97822189331055,0.125302421875
88,462032109.568,1119929856.0,2864260.4919466665
89,452305.44,1105294080.0,2826828.294826667
90,192051.808,1095206912.0,2801030.4853333333
91,101739.288,1086526464.0,2778830.820693333
92,58180.86,1078464896.0,2758212.5397333335
93,34476.984,1070728512.0,2738426.784426667
94,20797.778,1063175168.0,2719107.426986667
95,12678.904,1055738624.0,2700088.0059733335
96,7758.4235,1048429120.0,2681395.8280533333
97,4756.672,1041264832.0,2663070.2148266668
98,2916.14275,1034292160.0,2645240.05376
99,1785.72575,1027581312.0,2628077.049173333
100,1089.946375,1021258688.0,2611904.512
