epoch,train_mse,val_mse,learning_rate,epoch_seconds,elapsed_seconds
1,0.034523221876716616,0.04051654033184052,0.0003,185.12575720017776,185.125583200017
2,0.026782244938468935,0.04476725494134426,0.0003,162.48485370003618,347.6594535000622
3,0.023954257945477963,0.04568294145512581,0.0003,158.94400810007937,506.6377030001022
4,0.02241478704838753,0.04477876396870613,0.0003,147.4567434999626,654.1329913001973
5,0.021408000539779662,0.04362896326577664,0.0003,149.6899456998799,803.8350686000194
6,0.020729729946541785,0.04817151521134377,0.0003,143.1647071999032,947.028856900055
7,0.020194526932573318,0.0473152312104702,0.0003,143.18298360006884,1090.226798800053
8,0.01976194547857046,0.045347312355399134,0.0003,144.14459200017154,1234.3814260000363
9,0.019401636976027488,0.0471757633484602,0.0003,143.39193659997545,1377.7867189000826
10,0.019117111562895774,0.04338421680259705,0.0003,138.06161770015024,1515.859352500178
