epoch,train_mse,val_mse,learning_rate,epoch_seconds,elapsed_seconds
1,0.2873669049167633,0.14702672263383865,0.0003,1.8569897001143545,1.8569908000063151
2,0.08664412556529046,0.0961398630976677,0.0003,1.7754969999659806,3.640558599960059
3,0.06122197990417481,0.06978871309757233,0.0003,1.8346512001007795,5.482766899978742
4,0.049594308838844296,0.05445812436044216,0.0003,1.7682050000876188,7.259014599956572
5,0.04541470663666725,0.05489137773811817,0.0003,1.7002309998497367,8.967106999829412
6,0.04286077268958092,0.045428547325730324,0.0003,1.8094138000160456,10.785105799790472
7,0.041445952919721606,0.04358386573493481,0.0003,1.7139642999973148,12.505768499802798
8,0.04040865882217884,0.04227526489794254,0.0003,1.824050100054592,14.338107299990952
9,0.03942025565862656,0.04247551066726446,0.0003,1.7220354999881238,16.067762299906462
10,0.03882807584166527,0.04120923198610544,0.0003,1.8232893000822514,17.892138399882242
11,0.03801811173319817,0.04047862193584442,0.0003,1.7341867999639362,19.64250769978389
12,0.03767444781184196,0.0426464663207531,0.0003,1.7934369000140578,21.443535699974746
13,0.037400187165737155,0.039130549250543115,0.0003,1.7399661000818014,23.184678699821234
14,0.037062762881517414,0.039089283175766466,0.0003,1.896675999974832,25.090749599970877
15,0.03678104069232941,0.039596893154084684,0.0003,1.8741299000103027,26.973269499838352
16,0.0364227708363533,0.040337516820430755,0.0003,1.8133411000017077,28.79350549983792
17,0.03635676897108555,0.03863738445043564,0.0003,1.8557998000178486,30.65067209978588
18,0.035902085012793544,0.03943797135055065,0.0003,1.715580299962312,32.375778999878094
19,0.035824874173998836,0.038487738341093064,0.0003,1.805085700005293,34.18187699979171
20,0.035604527066349985,0.03675727092623711,0.0003,1.8124770999420434,36.00168240000494
21,0.03537496103703976,0.038409936967492106,0.0003,1.7055013000499457,37.72016459982842
22,0.03526984811306,0.03708956414014101,0.0003,1.8134891001973301,39.5346731999889
23,0.03523380377292633,0.0382283963367343,0.0003,1.7045176001265645,41.240397199988365
24,0.03513228796124458,0.037439529334008695,0.0003,1.7932078000158072,43.03463869984262
25,0.03491539050340652,0.03855713768303394,0.0003,1.7345127000007778,44.77014799998142
26,0.03505804256260395,0.038905194672942164,0.0003,1.825114500010386,46.60305199981667
27,0.0348231310147047,0.03674215112030506,0.0003,1.9013115998823196,48.50544699979946
28,0.034564765614271166,0.03850819986611605,0.0003,1.7334096999838948,50.24681379995309
29,0.03464730235993862,0.03671045074015856,0.0003,1.8374540000222623,52.08546569989994
30,0.03450496463060379,0.03748234058171511,0.0003,1.7217494999058545,53.8151469998993
31,0.03445214253783226,0.03613130057752133,0.0003,1.8199203999247402,55.64308249996975
32,0.03423712614238262,0.037414530423283576,0.0003,1.7637812998145819,57.41493469988927
33,0.03445046199560165,0.03813707263469696,0.0003,1.8133272000122815,59.229594899807125
34,0.03413763349652291,0.03889502263665199,0.0003,1.8608003999106586,61.09197089984082
35,0.034161033390760424,0.03645596631616354,0.0003,1.8060930999927223,62.89909109985456
36,0.034020635941028596,0.035631741565465926,0.0003,1.8539235000498593,64.76121769985184
37,0.0339286348760128,0.03666134769767523,0.0003,1.7490254000294954,66.51838049991056
38,0.033725755398273466,0.0372906741335988,0.0003,1.811550399987027,68.33134679985233
39,0.03365294560730457,0.03834910247027874,0.0003,1.8091698999051005,70.14182829996571
40,0.03378299537301063,0.037729630297422406,0.0003,1.822281800210476,71.96543109999038
41,0.03341778238236904,0.03829184370189905,0.0003,1.8176123001612723,73.79142819996923
42,0.03359439741611481,0.036081050924956795,0.0003,1.816411499865353,75.60935419984162
43,0.03336251093000173,0.03901968207657337,0.0003,1.7492673001252115,77.36000899993815
44,0.03351719281077385,0.03740810563713312,0.0003,1.8626310999970883,79.22404979984276
45,0.03341515146434307,0.037645104743540284,0.0003,1.7254439999815077,80.95107179996558
46,0.03318361457467079,0.03724480818361044,0.0003,1.8284509000368416,82.78792429994792
47,0.033191613256931304,0.03764896770119667,0.0003,1.801317600067705,84.59087329986505
48,0.033294839270114895,0.03555250019729137,0.0003,1.7421303000301123,86.33445159997791
49,0.0330458684438467,0.03683221517950296,0.0003,1.8301307000219822,88.17276559979655
50,0.03307450131058693,0.03649457027614117,0.0003,1.80325060011819,89.97752019995824
