seed,return,elapsed_seconds,clipped_action_fraction,final_effective_sample_size
42,-2601587.242616885,12.453590400051326,0.0,10.67768555855575
43,-2599730.041974995,11.81171050015837,0.0,43.77067067573054
44,-2604711.1954730367,11.79506119992584,0.0,44.93131655639249
45,-2600964.0596510097,11.77233980013989,0.0,36.59979827775973
46,-2595786.0452476745,11.720669300062582,0.0,46.959667952930374
