variable,mse,mae,rmse,nrmse_std
setpoint,2.7551999792763127e-08,0.00015468467609025538,0.00016598794900346547,0.00016598794900346547
velocity,0.014850429259240627,0.08833062648773193,0.12186233699321747,0.019589517265558243
gain,0.005751851946115494,0.022931089624762535,0.07584096491336823,0.0228341706097126
shift,0.11132927983999252,0.21529947221279144,0.33366042375564575,0.029563969001173973
fatigue,7.421746730804443,1.5987564325332642,2.72428822517395,0.41740337014198303
consumption,6.0911335945129395,1.8164782524108887,2.468022108078003,0.12314292043447495
