policy,seed,return
original_behavior_reference_offline,,-282409.34
original_behavior_reference_offline,,-283338.56
original_behavior_reference_offline,,-280870.75
original_behavior_reference_offline,,-282848.25
original_behavior_reference_offline,,-283729.44
original_behavior_reference_offline,,-283145.1
original_behavior_reference_offline,,-283441.47
original_behavior_reference_offline,,-282846.16
original_behavior_reference_offline,,-282183.66
original_behavior_reference_offline,,-283835.56
original_behavior_reference_offline,,-282755.5
original_behavior_reference_offline,,-282360.0
original_behavior_reference_offline,,-282401.16
original_behavior_reference_offline,,-280620.25
original_behavior_reference_offline,,-280603.97
original_behavior_reference_offline,,-282691.84
original_behavior_reference_offline,,-283096.56
original_behavior_reference_offline,,-282758.38
original_behavior_reference_offline,,-282175.72
original_behavior_reference_offline,,-282414.62
original_behavior_reference_offline,,-281773.2
original_behavior_reference_offline,,-283274.72
original_behavior_reference_offline,,-282880.8
original_behavior_reference_offline,,-282940.94
original_behavior_reference_offline,,-282804.2
original_behavior_reference_offline,,-283634.34
original_behavior_reference_offline,,-283505.44
original_behavior_reference_offline,,-282603.75
original_behavior_reference_offline,,-282728.3
original_behavior_reference_offline,,-282731.38
original_behavior_reference_offline,,-282011.0
original_behavior_reference_offline,,-283025.38
original_behavior_reference_offline,,-282924.2
original_behavior_reference_offline,,-281807.16
original_behavior_reference_offline,,-283984.62
original_behavior_reference_offline,,-282680.88
original_behavior_reference_offline,,-283011.5
original_behavior_reference_offline,,-283081.12
original_behavior_reference_offline,,-283106.84
original_behavior_reference_offline,,-282373.1
original_behavior_reference_offline,,-283572.0
original_behavior_reference_offline,,-282380.78
original_behavior_reference_offline,,-278179.44
original_behavior_reference_offline,,-282630.7
original_behavior_reference_offline,,-282798.7
original_behavior_reference_offline,,-283482.56
original_behavior_reference_offline,,-282642.16
original_behavior_reference_offline,,-283105.94
original_behavior_reference_offline,,-283070.25
original_behavior_reference_offline,,-282912.34
original_behavior_reference_offline,,-283661.06
original_behavior_reference_offline,,-282333.7
original_behavior_reference_offline,,-282887.84
original_behavior_reference_offline,,-282274.75
original_behavior_reference_offline,,-283309.88
original_behavior_reference_offline,,-282603.75
original_behavior_reference_offline,,-282792.03
original_behavior_reference_offline,,-283320.38
original_behavior_reference_offline,,-282197.06
original_behavior_reference_offline,,-283246.38
original_behavior_reference_offline,,-283118.28
original_behavior_reference_offline,,-282516.25
original_behavior_reference_offline,,-282915.06
original_behavior_reference_offline,,-282312.56
original_behavior_reference_offline,,-282847.7
original_behavior_reference_offline,,-283015.8
original_behavior_reference_offline,,-282531.44
original_behavior_reference_offline,,-282081.25
original_behavior_reference_offline,,-282125.9
original_behavior_reference_offline,,-282920.88
original_behavior_reference_offline,,-282947.3
original_behavior_reference_offline,,-282635.7
original_behavior_reference_offline,,-282064.25
original_behavior_reference_offline,,-281242.56
original_behavior_reference_offline,,-283098.0
original_behavior_reference_offline,,-283387.62
original_behavior_reference_offline,,-284092.7
original_behavior_reference_offline,,-286896.75
original_behavior_reference_offline,,-283872.2
original_behavior_reference_offline,,-284528.44
original_behavior_reference_offline,,-283377.78
original_behavior_reference_offline,,-283493.5
original_behavior_reference_offline,,-282642.3
original_behavior_reference_offline,,-283018.88
original_behavior_reference_offline,,-282657.75
original_behavior_reference_offline,,-283238.0
original_behavior_reference_offline,,-282582.7
original_behavior_reference_offline,,-283292.88
original_behavior_reference_offline,,-283078.16
original_behavior_reference_offline,,-283896.7
original_behavior_reference_offline,,-284021.62
original_behavior_reference_offline,,-282972.1
original_behavior_reference_offline,,-282911.0
original_behavior_reference_offline,,-282397.38
original_behavior_reference_offline,,-282496.12
original_behavior_reference_offline,,-282691.06
original_behavior_reference_offline,,-282818.78
original_behavior_reference_offline,,-283600.25
original_behavior_reference_offline,,-282004.2
original_behavior_reference_offline,,-282393.94
original_behavior_reference_offline,,-282968.0
original_behavior_reference_offline,,-284306.28
original_behavior_reference_offline,,-283200.88
original_behavior_reference_offline,,-282818.28
original_behavior_reference_offline,,-281934.03
original_behavior_reference_offline,,-283805.7
original_behavior_reference_offline,,-283500.56
original_behavior_reference_offline,,-282114.28
original_behavior_reference_offline,,-282847.94
original_behavior_reference_offline,,-283776.62
original_behavior_reference_offline,,-283037.4
original_behavior_reference_offline,,-283713.7
original_behavior_reference_offline,,-282942.84
original_behavior_reference_offline,,-283087.9
original_behavior_reference_offline,,-282519.25
original_behavior_reference_offline,,-283969.2
original_behavior_reference_offline,,-282433.75
original_behavior_reference_offline,,-290020.12
original_behavior_reference_offline,,-283459.0
original_behavior_reference_offline,,-282410.78
original_behavior_reference_offline,,-282552.25
original_behavior_reference_offline,,-283054.38
original_behavior_reference_offline,,-282337.0
original_behavior_reference_offline,,-282961.0
original_behavior_reference_offline,,-283065.47
original_behavior_reference_offline,,-282958.94
original_behavior_reference_offline,,-280983.56
original_behavior_reference_offline,,-283253.62
original_behavior_reference_offline,,-282165.5
original_behavior_reference_offline,,-283778.84
original_behavior_reference_offline,,-283423.56
original_behavior_reference_offline,,-282798.5
original_behavior_reference_offline,,-283131.84
original_behavior_reference_offline,,-278728.78
original_behavior_reference_offline,,-282716.5
original_behavior_reference_offline,,-283590.22
original_behavior_reference_offline,,-282566.75
original_behavior_reference_offline,,-282760.03
original_behavior_reference_offline,,-282480.88
original_behavior_reference_offline,,-278357.5
original_behavior_reference_offline,,-281116.06
original_behavior_reference_offline,,-282352.34
original_behavior_reference_offline,,-283612.28
original_behavior_reference_offline,,-283446.8
original_behavior_reference_offline,,-283385.9
original_behavior_reference_offline,,-282611.03
original_behavior_reference_offline,,-280953.7
original_behavior_reference_offline,,-282840.2
original_behavior_reference_offline,,-282906.4
original_behavior_reference_offline,,-282452.44
original_behavior_reference_offline,,-282340.06
original_behavior_reference_offline,,-282656.5
original_behavior_reference_offline,,-283207.12
original_behavior_reference_offline,,-283379.38
original_behavior_reference_offline,,-282101.56
original_behavior_reference_offline,,-283271.03
original_behavior_reference_offline,,-281290.94
original_behavior_reference_offline,,-282955.84
original_behavior_reference_offline,,-283738.75
original_behavior_reference_offline,,-282480.8
original_behavior_reference_offline,,-282609.88
original_behavior_reference_offline,,-284096.44
original_behavior_reference_offline,,-283084.97
original_behavior_reference_offline,,-282677.25
original_behavior_reference_offline,,-283343.28
original_behavior_reference_offline,,-281947.56
original_behavior_reference_offline,,-282165.3
original_behavior_reference_offline,,-283703.78
original_behavior_reference_offline,,-283249.94
original_behavior_reference_offline,,-282998.53
original_behavior_reference_offline,,-282586.06
original_behavior_reference_offline,,-283730.03
original_behavior_reference_offline,,-282903.3
original_behavior_reference_offline,,-283184.2
original_behavior_reference_offline,,-282929.97
original_behavior_reference_offline,,-283119.22
original_behavior_reference_offline,,-281936.44
original_behavior_reference_offline,,-282727.2
original_behavior_reference_offline,,-282708.8
original_behavior_reference_offline,,-284921.12
original_behavior_reference_offline,,-285160.5
original_behavior_reference_offline,,-282368.53
original_behavior_reference_offline,,-284565.94
original_behavior_reference_offline,,-282753.47
original_behavior_reference_offline,,-282583.0
original_behavior_reference_offline,,-282009.25
original_behavior_reference_offline,,-283185.2
original_behavior_reference_offline,,-282774.7
original_behavior_reference_offline,,-283675.94
original_behavior_reference_offline,,-282582.0
original_behavior_reference_offline,,-282728.47
original_behavior_reference_offline,,-282739.0
original_behavior_reference_offline,,-282884.2
original_behavior_reference_offline,,-284019.94
original_behavior_reference_offline,,-282891.97
original_behavior_reference_offline,,-284859.9
original_behavior_reference_offline,,-282827.44
original_behavior_reference_offline,,-282483.25
original_behavior_reference_offline,,-282358.9
original_behavior_reference_offline,,-283624.7
original_behavior_reference_offline,,-283444.6
original_behavior_reference_offline,,-282165.1
original_behavior_reference_offline,,-282612.53
original_behavior_reference_offline,,-281457.28
original_behavior_reference_offline,,-283556.56
original_behavior_reference_offline,,-280878.88
original_behavior_reference_offline,,-282956.22
original_behavior_reference_offline,,-282597.25
original_behavior_reference_offline,,-282374.7
original_behavior_reference_offline,,-284616.25
original_behavior_reference_offline,,-282942.44
original_behavior_reference_offline,,-282294.5
original_behavior_reference_offline,,-292498.34
original_behavior_reference_offline,,-282871.72
original_behavior_reference_offline,,-283978.25
original_behavior_reference_offline,,-283119.22
original_behavior_reference_offline,,-281936.44
original_behavior_reference_offline,,-282727.2
original_behavior_reference_offline,,-282911.3
original_behavior_reference_offline,,-282819.1
original_behavior_reference_offline,,-283049.8
original_behavior_reference_offline,,-282368.53
original_behavior_reference_offline,,-284565.94
original_behavior_reference_offline,,-282669.38
original_behavior_reference_offline,,-282583.0
original_behavior_reference_offline,,-282009.25
original_behavior_reference_offline,,-282737.0
original_behavior_reference_offline,,-282774.7
original_behavior_reference_offline,,-283675.94
original_behavior_reference_offline,,-282462.66
original_behavior_reference_offline,,-280814.25
original_behavior_reference_offline,,-282739.0
original_behavior_reference_offline,,-282884.2
original_behavior_reference_offline,,-282739.1
original_behavior_reference_offline,,-282351.3
original_behavior_reference_offline,,-284108.5
original_behavior_reference_offline,,-282827.44
original_behavior_reference_offline,,-284550.2
original_behavior_reference_offline,,-283496.94
original_behavior_reference_offline,,-283618.94
original_behavior_reference_offline,,-284396.5
original_behavior_reference_offline,,-283140.7
original_behavior_reference_offline,,-281824.9
original_behavior_reference_offline,,-281457.28
original_behavior_reference_offline,,-283556.56
original_behavior_reference_offline,,-277590.3
original_behavior_reference_offline,,-281356.38
original_behavior_reference_offline,,-283541.62
original_behavior_reference_offline,,-282928.75
original_behavior_reference_offline,,-282848.7
original_behavior_reference_offline,,-281914.88
original_behavior_reference_offline,,-283628.5
original_behavior_reference_offline,,-292498.34
original_behavior_reference_offline,,-283811.72
original_behavior_reference_offline,,-282929.97
original_behavior_reference_offline,,-282224.0
original_behavior_reference_offline,,-281936.44
original_behavior_reference_offline,,-283936.3
original_behavior_reference_offline,,-282708.8
original_behavior_reference_offline,,-282733.7
original_behavior_reference_offline,,-285160.5
original_behavior_reference_offline,,-283697.56
original_behavior_reference_offline,,-282955.25
original_behavior_reference_offline,,-282753.47
original_behavior_reference_offline,,-282583.0
original_behavior_reference_offline,,-281933.75
original_behavior_reference_offline,,-282737.0
original_behavior_reference_offline,,-282878.06
original_behavior_reference_offline,,-283675.94
original_behavior_reference_offline,,-282121.0
original_behavior_reference_offline,,-282181.7
original_behavior_reference_offline,,-282763.2
original_behavior_reference_offline,,-282388.94
original_behavior_reference_offline,,-282739.1
original_behavior_reference_offline,,-282078.8
original_behavior_reference_offline,,-284108.5
original_behavior_reference_offline,,-284066.28
original_behavior_reference_offline,,-282179.03
original_behavior_reference_offline,,-283017.62
original_behavior_reference_offline,,-283624.7
original_behavior_reference_offline,,-282708.12
original_behavior_reference_offline,,-281953.75
original_behavior_reference_offline,,-282612.53
original_behavior_reference_offline,,-283179.78
original_behavior_reference_offline,,-283398.2
original_behavior_reference_offline,,-280878.88
original_behavior_reference_offline,,-281356.38
original_behavior_reference_offline,,-283541.62
original_behavior_reference_offline,,-281907.34
original_behavior_reference_offline,,-283038.97
original_behavior_reference_offline,,-282942.44
original_behavior_reference_offline,,-282294.5
original_behavior_reference_offline,,-283719.5
original_behavior_reference_offline,,-283184.2
original_behavior_reference_offline,,-283166.38
original_behavior_reference_offline,,-283119.22
original_behavior_reference_offline,,-282530.5
original_behavior_reference_offline,,-283153.75
original_behavior_reference_offline,,-282911.3
original_behavior_reference_offline,,-282733.7
original_behavior_reference_offline,,-283049.8
original_behavior_reference_offline,,-282368.53
original_behavior_reference_offline,,-282955.25
original_behavior_reference_offline,,-283383.3
original_behavior_reference_offline,,-282583.0
original_behavior_reference_offline,,-284180.06
original_behavior_reference_offline,,-282737.0
original_behavior_reference_offline,,-282878.06
original_behavior_reference_offline,,-282817.75
original_behavior_reference_offline,,-282582.0
original_behavior_reference_offline,,-280814.25
original_behavior_reference_offline,,-282763.2
original_behavior_reference_offline,,-282239.62
original_behavior_reference_offline,,-282340.75
original_behavior_reference_offline,,-282891.97
original_behavior_reference_offline,,-284108.5
original_behavior_reference_offline,,-282827.44
original_behavior_reference_offline,,-282179.03
original_behavior_reference_offline,,-283496.94
original_behavior_reference_offline,,-283102.97
original_behavior_reference_offline,,-284396.5
original_behavior_reference_offline,,-283140.7
original_behavior_reference_offline,,-282612.53
original_behavior_reference_offline,,-283179.78
original_behavior_reference_offline,,-282858.5
original_behavior_reference_offline,,-280878.88
original_behavior_reference_offline,,-284075.56
original_behavior_reference_offline,,-283518.62
original_behavior_reference_offline,,-282928.75
original_behavior_reference_offline,,-282848.7
original_behavior_reference_offline,,-283086.28
original_behavior_reference_offline,,-283628.5
original_behavior_reference_offline,,-282671.56
original_behavior_reference_offline,,-283811.72
original_behavior_reference_offline,,-282929.97
original_behavior_reference_offline,,-283216.62
original_behavior_reference_offline,,-282530.5
original_behavior_reference_offline,,-283153.75
original_behavior_reference_offline,,-284094.56
original_behavior_reference_offline,,-282733.7
original_behavior_reference_offline,,-283049.8
original_behavior_reference_offline,,-283697.56
original_behavior_reference_offline,,-282955.25
original_behavior_reference_offline,,-283383.3
original_behavior_reference_offline,,-281312.0
original_behavior_reference_offline,,-282009.25
original_behavior_reference_offline,,-283490.56
original_behavior_reference_offline,,-282832.56
original_behavior_reference_offline,,-282817.75
original_behavior_reference_offline,,-282582.0
original_behavior_reference_offline,,-282181.7
original_behavior_reference_offline,,-282923.72
original_behavior_reference_offline,,-282239.62
original_behavior_reference_offline,,-282739.1
original_behavior_reference_offline,,-282078.8
original_behavior_reference_offline,,-282652.28
original_behavior_reference_offline,,-282827.44
original_behavior_reference_offline,,-282179.03
original_behavior_reference_offline,,-283017.62
original_behavior_reference_offline,,-283624.7
original_behavior_reference_offline,,-284396.5
original_behavior_reference_offline,,-282165.1
original_behavior_reference_offline,,-282612.53
original_behavior_reference_offline,,-281457.28
original_behavior_reference_offline,,-282858.5
original_behavior_reference_offline,,-277590.3
original_behavior_reference_offline,,-284075.56
original_behavior_reference_offline,,-283541.62
original_behavior_reference_offline,,-282374.7
original_behavior_reference_offline,,-283038.97
original_behavior_reference_offline,,-283086.28
original_behavior_reference_offline,,-283628.5
original_behavior_reference_offline,,-283719.5
original_behavior_reference_offline,,-283811.72
original_behavior_reference_offline,,-283978.25
original_behavior_reference_offline,,-283119.22
original_behavior_reference_offline,,-281936.44
original_behavior_reference_offline,,-283936.3
original_behavior_reference_offline,,-282708.8
original_behavior_reference_offline,,-284921.12
original_behavior_reference_offline,,-285160.5
original_behavior_reference_offline,,-283697.56
original_behavior_reference_offline,,-284565.94
original_behavior_reference_offline,,-282753.47
original_behavior_reference_offline,,-282519.12
original_behavior_reference_offline,,-282009.25
original_behavior_reference_offline,,-282737.0
original_behavior_reference_offline,,-282832.56
original_behavior_reference_offline,,-282817.75
original_behavior_reference_offline,,-282462.66
original_behavior_reference_offline,,-280814.25
original_behavior_reference_offline,,-282739.0
original_behavior_reference_offline,,-282884.2
original_behavior_reference_offline,,-284019.94
original_behavior_reference_offline,,-282351.3
original_behavior_reference_offline,,-282652.28
original_behavior_reference_offline,,-283933.2
original_behavior_reference_offline,,-282179.03
original_behavior_reference_offline,,-283017.62
original_behavior_reference_offline,,-283618.94
original_behavior_reference_offline,,-284396.5
original_behavior_reference_offline,,-282165.1
original_behavior_reference_offline,,-282612.53
original_behavior_reference_offline,,-283179.78
original_behavior_reference_offline,,-282858.5
original_behavior_reference_offline,,-280878.88
original_behavior_reference_offline,,-281356.38
original_behavior_reference_offline,,-282597.25
original_behavior_reference_offline,,-282928.75
original_behavior_reference_offline,,-284616.25
original_behavior_reference_offline,,-283086.28
original_behavior_reference_offline,,-282294.5
original_behavior_reference_offline,,-282671.56
original_behavior_reference_offline,,-282871.72
original_behavior_reference_offline,,-282929.97
original_behavior_reference_offline,,-283216.62
original_behavior_reference_offline,,-281936.44
original_behavior_reference_offline,,-283936.3
original_behavior_reference_offline,,-282911.3
original_behavior_reference_offline,,-282819.1
original_behavior_reference_offline,,-283449.2
original_behavior_reference_offline,,-278979.38
original_behavior_reference_offline,,-282955.25
original_behavior_reference_offline,,-282669.38
original_behavior_reference_offline,,-282519.12
original_behavior_reference_offline,,-281933.75
original_behavior_reference_offline,,-282737.0
original_behavior_reference_offline,,-282878.06
original_behavior_reference_offline,,-282817.75
original_behavior_reference_offline,,-282582.0
original_behavior_reference_offline,,-282181.7
original_behavior_reference_offline,,-282923.72
original_behavior_reference_offline,,-282239.62
original_behavior_reference_offline,,-284019.94
original_behavior_reference_offline,,-282351.3
original_behavior_reference_offline,,-282652.28
original_behavior_reference_offline,,-284066.28
original_behavior_reference_offline,,-282483.25
original_behavior_reference_offline,,-283496.94
original_behavior_reference_offline,,-283624.7
original_behavior_reference_offline,,-284396.5
original_behavior_reference_offline,,-281953.75
original_behavior_reference_offline,,-283236.0
original_behavior_reference_offline,,-283090.44
original_behavior_reference_offline,,-283398.2
original_behavior_reference_offline,,-277590.3
original_behavior_reference_offline,,-281356.38
original_behavior_reference_offline,,-283541.62
original_behavior_reference_offline,,-281907.34
original_behavior_reference_offline,,-282848.7
original_behavior_reference_offline,,-281914.88
original_behavior_reference_offline,,-282777.44
original_behavior_reference_offline,,-282671.56
original_behavior_reference_offline,,-282871.72
original_behavior_reference_offline,,-283166.38
original_behavior_reference_offline,,-283216.62
original_behavior_reference_offline,,-282530.5
original_behavior_reference_offline,,-283936.3
original_behavior_reference_offline,,-282708.8
original_behavior_reference_offline,,-282733.7
original_behavior_reference_offline,,-285160.5
original_behavior_reference_offline,,-278979.38
original_behavior_reference_offline,,-282955.25
original_behavior_reference_offline,,-282753.47
original_behavior_reference_offline,,-281312.0
original_behavior_reference_offline,,-281933.75
original_behavior_reference_offline,,-282737.0
original_behavior_reference_offline,,-282774.7
original_behavior_reference_offline,,-282817.75
