variable,mse,mae,rmse,nrmse_std
setpoint,1.6800419389007004e-10,1.1010971320501994e-05,1.2961642823938746e-05,1.2961642823938746e-05
velocity,0.014942001551389694,0.09526726603507996,0.12223748117685318,0.019649820402264595
gain,0.0064384667202830315,0.022556647658348083,0.08024005591869354,0.024158647283911705
shift,0.0212404727935791,0.07567454129457474,0.14574111998081207,0.012913387268781662
fatigue,8.969280242919922,1.6343446969985962,2.99487566947937,0.4588615596294403
consumption,7.556699275970459,2.1793503761291504,2.7489452362060547,0.13715966045856476
