epoch,train_mse,val_mse,learning_rate,epoch_seconds,elapsed_seconds
1,0.03283670400760174,0.039373122100591657,0.0003,395.95574610005133,395.9555504999589
2,0.025490005716991424,0.039489273577928544,0.0003,375.72873179987073,771.7488641999662
3,0.02101528759870529,0.044234892306566236,0.0003,375.37520870007575,1147.1768988999538
4,0.018465221573233603,0.041251308367013934,0.0003,348.98058789991774,1496.2065181999933
5,0.017048526936864854,0.0423714287853241,0.0003,352.5606758000795,1848.8148183999583
6,0.016159995351195337,0.04510779115247726,0.0003,351.7045059998054,2200.5597216000315
7,0.015575809887623786,0.04266221832299232,0.0003,348.83433509990573,2549.441946899984
8,0.015092725170314313,0.04260898782777786,0.0003,347.90292340004817,2897.3859302999917
9,0.014771630121636391,0.04931032971119881,0.0003,348.1912000000011,3245.595944199944
10,0.014470637746143341,0.04316154514026642,0.0003,339.8528960000258,3585.4960002999287
