evaluation_source,system,sample_id,episode_return
NeoRL dataset trajectories,Original Behavior,485,-282827.4375
NeoRL dataset trajectories,Original Behavior,486,-284550.1875
NeoRL dataset trajectories,Original Behavior,487,-283496.9375
NeoRL dataset trajectories,Original Behavior,488,-283618.9375
NeoRL dataset trajectories,Original Behavior,489,-284396.5
NeoRL dataset trajectories,Original Behavior,490,-283140.6875
NeoRL dataset trajectories,Original Behavior,491,-281824.90625
NeoRL dataset trajectories,Original Behavior,492,-281457.28125
NeoRL dataset trajectories,Original Behavior,493,-283556.5625
NeoRL dataset trajectories,Original Behavior,494,-277590.3125
NeoRL dataset trajectories,Original Behavior,495,-281356.375
NeoRL dataset trajectories,Original Behavior,496,-283541.625
NeoRL dataset trajectories,Original Behavior,497,-282928.75
NeoRL dataset trajectories,Original Behavior,498,-282848.6875
NeoRL dataset trajectories,Original Behavior,499,-281914.875
NeoRL dataset trajectories,Original Behavior,500,-283628.5
NeoRL dataset trajectories,Original Behavior,501,-292498.34375
NeoRL dataset trajectories,Original Behavior,502,-283811.71875
NeoRL dataset trajectories,Original Behavior,503,-282929.96875
NeoRL dataset trajectories,Original Behavior,504,-282224.0
NeoRL dataset trajectories,Original Behavior,505,-281936.4375
NeoRL dataset trajectories,Original Behavior,506,-283936.3125
NeoRL dataset trajectories,Original Behavior,507,-282708.8125
NeoRL dataset trajectories,Original Behavior,508,-282733.6875
NeoRL dataset trajectories,Original Behavior,509,-285160.5
NeoRL dataset trajectories,Original Behavior,510,-283697.5625
NeoRL dataset trajectories,Original Behavior,511,-282955.25
NeoRL dataset trajectories,Original Behavior,512,-282753.46875
NeoRL dataset trajectories,Original Behavior,513,-282583.0
NeoRL dataset trajectories,Original Behavior,514,-281933.75
NeoRL dataset trajectories,Original Behavior,515,-282737.0
NeoRL dataset trajectories,Original Behavior,516,-282878.0625
NeoRL dataset trajectories,Original Behavior,517,-283675.9375
NeoRL dataset trajectories,Original Behavior,518,-282121.0
NeoRL dataset trajectories,Original Behavior,519,-282181.6875
NeoRL dataset trajectories,Original Behavior,520,-282763.1875
NeoRL dataset trajectories,Original Behavior,521,-282388.9375
NeoRL dataset trajectories,Original Behavior,522,-282739.09375
NeoRL dataset trajectories,Original Behavior,523,-282078.8125
NeoRL dataset trajectories,Original Behavior,524,-284108.5
NeoRL dataset trajectories,Original Behavior,525,-284066.28125
NeoRL dataset trajectories,Original Behavior,526,-282179.03125
NeoRL dataset trajectories,Original Behavior,527,-283017.625
NeoRL dataset trajectories,Original Behavior,528,-283624.6875
NeoRL dataset trajectories,Original Behavior,529,-282708.125
NeoRL dataset trajectories,Original Behavior,530,-281953.75
NeoRL dataset trajectories,Original Behavior,531,-282612.53125
NeoRL dataset trajectories,Original Behavior,532,-283179.78125
NeoRL dataset trajectories,Original Behavior,533,-283398.1875
NeoRL dataset trajectories,Original Behavior,534,-280878.875
NeoRL dataset trajectories,Original Behavior,535,-281356.375
NeoRL dataset trajectories,Original Behavior,536,-283541.625
NeoRL dataset trajectories,Original Behavior,537,-281907.34375
NeoRL dataset trajectories,Original Behavior,538,-283038.96875
NeoRL dataset trajectories,Original Behavior,539,-282942.4375
NeoRL dataset trajectories,Original Behavior,540,-282294.5
NeoRL dataset trajectories,Original Behavior,541,-283719.5
NeoRL dataset trajectories,Original Behavior,542,-283184.1875
NeoRL dataset trajectories,Original Behavior,543,-283166.375
NeoRL dataset trajectories,Original Behavior,544,-283119.21875
NeoRL dataset trajectories,Original Behavior,545,-282530.5
NeoRL dataset trajectories,Original Behavior,546,-283153.75
NeoRL dataset trajectories,Original Behavior,547,-282911.3125
NeoRL dataset trajectories,Original Behavior,548,-282733.6875
NeoRL dataset trajectories,Original Behavior,549,-283049.8125
NeoRL dataset trajectories,Original Behavior,550,-282368.53125
NeoRL dataset trajectories,Original Behavior,551,-282955.25
NeoRL dataset trajectories,Original Behavior,552,-283383.3125
NeoRL dataset trajectories,Original Behavior,553,-282583.0
NeoRL dataset trajectories,Original Behavior,554,-284180.0625
NeoRL dataset trajectories,Original Behavior,555,-282737.0
NeoRL dataset trajectories,Original Behavior,556,-282878.0625
NeoRL dataset trajectories,Original Behavior,557,-282817.75
NeoRL dataset trajectories,Original Behavior,558,-282582.0
NeoRL dataset trajectories,Original Behavior,559,-280814.25
NeoRL dataset trajectories,Original Behavior,560,-282763.1875
NeoRL dataset trajectories,Original Behavior,561,-282239.625
NeoRL dataset trajectories,Original Behavior,562,-282340.75
NeoRL dataset trajectories,Original Behavior,563,-282891.96875
NeoRL dataset trajectories,Original Behavior,564,-284108.5
NeoRL dataset trajectories,Original Behavior,565,-282827.4375
NeoRL dataset trajectories,Original Behavior,566,-282179.03125
NeoRL dataset trajectories,Original Behavior,567,-283496.9375
NeoRL dataset trajectories,Original Behavior,568,-283102.96875
NeoRL dataset trajectories,Original Behavior,569,-284396.5
NeoRL dataset trajectories,Original Behavior,570,-283140.6875
NeoRL dataset trajectories,Original Behavior,571,-282612.53125
NeoRL dataset trajectories,Original Behavior,572,-283179.78125
NeoRL dataset trajectories,Original Behavior,573,-282858.5
NeoRL dataset trajectories,Original Behavior,574,-280878.875
NeoRL dataset trajectories,Original Behavior,575,-284075.5625
NeoRL dataset trajectories,Original Behavior,576,-283518.625
NeoRL dataset trajectories,Original Behavior,577,-282928.75
NeoRL dataset trajectories,Original Behavior,578,-282848.6875
NeoRL dataset trajectories,Original Behavior,579,-283086.28125
NeoRL dataset trajectories,Original Behavior,580,-283628.5
NeoRL dataset trajectories,Original Behavior,581,-282671.5625
NeoRL dataset trajectories,Original Behavior,582,-283811.71875
NeoRL dataset trajectories,Original Behavior,583,-282929.96875
NeoRL dataset trajectories,Original Behavior,584,-283216.625
NeoRL dataset trajectories,Original Behavior,585,-282530.5
NeoRL dataset trajectories,Original Behavior,586,-283153.75
NeoRL dataset trajectories,Original Behavior,587,-284094.5625
NeoRL dataset trajectories,Original Behavior,588,-282733.6875
NeoRL dataset trajectories,Original Behavior,589,-283049.8125
NeoRL dataset trajectories,Original Behavior,590,-283697.5625
NeoRL dataset trajectories,Original Behavior,591,-282955.25
NeoRL dataset trajectories,Original Behavior,592,-283383.3125
NeoRL dataset trajectories,Original Behavior,593,-281312.0
NeoRL dataset trajectories,Original Behavior,594,-282009.25
NeoRL dataset trajectories,Original Behavior,595,-283490.5625
NeoRL dataset trajectories,Original Behavior,596,-282832.5625
NeoRL dataset trajectories,Original Behavior,597,-282817.75
NeoRL dataset trajectories,Original Behavior,598,-282582.0
NeoRL dataset trajectories,Original Behavior,599,-282181.6875
NeoRL dataset trajectories,Original Behavior,600,-282923.71875
NeoRL dataset trajectories,Original Behavior,601,-282239.625
NeoRL dataset trajectories,Original Behavior,602,-282739.09375
NeoRL dataset trajectories,Original Behavior,603,-282078.8125
NeoRL dataset trajectories,Original Behavior,604,-282652.28125
NeoRL dataset trajectories,Original Behavior,605,-282827.4375
NeoRL dataset trajectories,Original Behavior,606,-282179.03125
NeoRL dataset trajectories,Original Behavior,607,-283017.625
NeoRL dataset trajectories,Original Behavior,608,-283624.6875
NeoRL dataset trajectories,Original Behavior,609,-284396.5
NeoRL dataset trajectories,Original Behavior,610,-282165.09375
NeoRL dataset trajectories,Original Behavior,611,-282612.53125
NeoRL dataset trajectories,Original Behavior,612,-281457.28125
NeoRL dataset trajectories,Original Behavior,613,-282858.5
NeoRL dataset trajectories,Original Behavior,614,-277590.3125
NeoRL dataset trajectories,Original Behavior,615,-284075.5625
NeoRL dataset trajectories,Original Behavior,616,-283541.625
NeoRL dataset trajectories,Original Behavior,617,-282374.6875
NeoRL dataset trajectories,Original Behavior,618,-283038.96875
NeoRL dataset trajectories,Original Behavior,619,-283086.28125
NeoRL dataset trajectories,Original Behavior,620,-283628.5
NeoRL dataset trajectories,Original Behavior,621,-283719.5
NeoRL dataset trajectories,Original Behavior,622,-283811.71875
NeoRL dataset trajectories,Original Behavior,623,-283978.25
NeoRL dataset trajectories,Original Behavior,624,-283119.21875
NeoRL dataset trajectories,Original Behavior,625,-281936.4375
NeoRL dataset trajectories,Original Behavior,626,-283936.3125
NeoRL dataset trajectories,Original Behavior,627,-282708.8125
NeoRL dataset trajectories,Original Behavior,628,-284921.125
NeoRL dataset trajectories,Original Behavior,629,-285160.5
NeoRL dataset trajectories,Original Behavior,630,-283697.5625
NeoRL dataset trajectories,Original Behavior,631,-284565.9375
NeoRL dataset trajectories,Original Behavior,632,-282753.46875
NeoRL dataset trajectories,Original Behavior,633,-282519.125
NeoRL dataset trajectories,Original Behavior,634,-282009.25
NeoRL dataset trajectories,Original Behavior,635,-282737.0
NeoRL dataset trajectories,Original Behavior,636,-282832.5625
NeoRL dataset trajectories,Original Behavior,637,-282817.75
NeoRL dataset trajectories,Original Behavior,638,-282462.65625
NeoRL dataset trajectories,Original Behavior,639,-280814.25
NeoRL dataset trajectories,Original Behavior,640,-282739.0
NeoRL dataset trajectories,Original Behavior,641,-282884.1875
NeoRL dataset trajectories,Original Behavior,642,-284019.9375
NeoRL dataset trajectories,Original Behavior,643,-282351.3125
NeoRL dataset trajectories,Original Behavior,644,-282652.28125
NeoRL dataset trajectories,Original Behavior,645,-283933.1875
NeoRL dataset trajectories,Original Behavior,646,-282179.03125
NeoRL dataset trajectories,Original Behavior,647,-283017.625
NeoRL dataset trajectories,Original Behavior,648,-283618.9375
NeoRL dataset trajectories,Original Behavior,649,-284396.5
NeoRL dataset trajectories,Original Behavior,650,-282165.09375
NeoRL dataset trajectories,Original Behavior,651,-282612.53125
NeoRL dataset trajectories,Original Behavior,652,-283179.78125
NeoRL dataset trajectories,Original Behavior,653,-282858.5
NeoRL dataset trajectories,Original Behavior,654,-280878.875
NeoRL dataset trajectories,Original Behavior,655,-281356.375
NeoRL dataset trajectories,Original Behavior,656,-282597.25
NeoRL dataset trajectories,Original Behavior,657,-282928.75
NeoRL dataset trajectories,Original Behavior,658,-284616.25
NeoRL dataset trajectories,Original Behavior,659,-283086.28125
NeoRL dataset trajectories,Original Behavior,660,-282294.5
NeoRL dataset trajectories,Original Behavior,661,-282671.5625
NeoRL dataset trajectories,Original Behavior,662,-282871.71875
NeoRL dataset trajectories,Original Behavior,663,-282929.96875
NeoRL dataset trajectories,Original Behavior,664,-283216.625
NeoRL dataset trajectories,Original Behavior,665,-281936.4375
NeoRL dataset trajectories,Original Behavior,666,-283936.3125
NeoRL dataset trajectories,Original Behavior,667,-282911.3125
NeoRL dataset trajectories,Original Behavior,668,-282819.09375
NeoRL dataset trajectories,Original Behavior,669,-283449.1875
NeoRL dataset trajectories,Original Behavior,670,-278979.375
NeoRL dataset trajectories,Original Behavior,671,-282955.25
NeoRL dataset trajectories,Original Behavior,672,-282669.375
NeoRL dataset trajectories,Original Behavior,673,-282519.125
NeoRL dataset trajectories,Original Behavior,674,-281933.75
NeoRL dataset trajectories,Original Behavior,675,-282737.0
NeoRL dataset trajectories,Original Behavior,676,-282878.0625
NeoRL dataset trajectories,Original Behavior,677,-282817.75
NeoRL dataset trajectories,Original Behavior,678,-282582.0
NeoRL dataset trajectories,Original Behavior,679,-282181.6875
NeoRL dataset trajectories,Original Behavior,680,-282923.71875
NeoRL dataset trajectories,Original Behavior,681,-282239.625
NeoRL dataset trajectories,Original Behavior,682,-284019.9375
NeoRL dataset trajectories,Original Behavior,683,-282351.3125
NeoRL dataset trajectories,Original Behavior,684,-282652.28125
NeoRL dataset trajectories,Original Behavior,685,-284066.28125
NeoRL dataset trajectories,Original Behavior,686,-282483.25
NeoRL dataset trajectories,Original Behavior,687,-283496.9375
NeoRL dataset trajectories,Original Behavior,688,-283624.6875
NeoRL dataset trajectories,Original Behavior,689,-284396.5
NeoRL dataset trajectories,Original Behavior,690,-281953.75
NeoRL dataset trajectories,Original Behavior,691,-283236.0
NeoRL dataset trajectories,Original Behavior,692,-283090.4375
NeoRL dataset trajectories,Original Behavior,693,-283398.1875
NeoRL dataset trajectories,Original Behavior,694,-277590.3125
NeoRL dataset trajectories,Original Behavior,695,-281356.375
NeoRL dataset trajectories,Original Behavior,696,-283541.625
NeoRL dataset trajectories,Original Behavior,697,-281907.34375
NeoRL dataset trajectories,Original Behavior,698,-282848.6875
NeoRL dataset trajectories,Original Behavior,699,-281914.875
NeoRL dataset trajectories,Original Behavior,700,-282777.4375
NeoRL dataset trajectories,Original Behavior,701,-282671.5625
NeoRL dataset trajectories,Original Behavior,702,-282871.71875
NeoRL dataset trajectories,Original Behavior,703,-283166.375
NeoRL dataset trajectories,Original Behavior,704,-283216.625
NeoRL dataset trajectories,Original Behavior,705,-282530.5
NeoRL dataset trajectories,Original Behavior,706,-283936.3125
NeoRL dataset trajectories,Original Behavior,707,-282708.8125
NeoRL dataset trajectories,Original Behavior,708,-282733.6875
NeoRL dataset trajectories,Original Behavior,709,-285160.5
NeoRL dataset trajectories,Original Behavior,710,-278979.375
NeoRL dataset trajectories,Original Behavior,711,-282955.25
NeoRL dataset trajectories,Original Behavior,712,-282753.46875
NeoRL dataset trajectories,Original Behavior,713,-281312.0
NeoRL dataset trajectories,Original Behavior,714,-281933.75
NeoRL dataset trajectories,Original Behavior,715,-282737.0
NeoRL dataset trajectories,Original Behavior,716,-282774.6875
NeoRL dataset trajectories,Original Behavior,717,-282817.75
NeoRL dataset trajectories,Original Behavior,718,-282582.0
NeoRL dataset trajectories,Original Behavior,719,-282728.46875
NeoRL dataset trajectories,Original Behavior,720,-282763.1875
NeoRL dataset trajectories,Original Behavior,721,-282884.1875
NeoRL dataset trajectories,Original Behavior,722,-282739.09375
NeoRL dataset trajectories,Original Behavior,723,-282078.8125
NeoRL dataset trajectories,Original Behavior,724,-284859.90625
NeoRL dataset trajectories,Original Behavior,725,-283933.1875
NeoRL dataset trajectories,Original Behavior,726,-282483.25
NeoRL dataset trajectories,Original Behavior,727,-283496.9375
NeoRL dataset trajectories,Original Behavior,728,-283624.6875
NeoRL dataset trajectories,Original Behavior,729,-284396.5
NeoRL dataset trajectories,Original Behavior,730,-281953.75
NeoRL dataset trajectories,Original Behavior,731,-281824.90625
NeoRL dataset trajectories,Original Behavior,732,-283179.78125
NeoRL dataset trajectories,Original Behavior,733,-283398.1875
NeoRL dataset trajectories,Original Behavior,734,-277590.3125
NeoRL dataset trajectories,Original Behavior,735,-284075.5625
NeoRL dataset trajectories,Original Behavior,736,-283541.625
NeoRL dataset trajectories,Original Behavior,737,-282928.75
NeoRL dataset trajectories,Original Behavior,738,-283038.96875
NeoRL dataset trajectories,Original Behavior,739,-283086.28125
NeoRL dataset trajectories,Original Behavior,740,-283628.5
NeoRL dataset trajectories,Original Behavior,741,-292498.34375
NeoRL dataset trajectories,Original Behavior,742,-282871.71875
NeoRL dataset trajectories,Original Behavior,743,-283978.25
NeoRL dataset trajectories,Original Behavior,744,-282224.0
NeoRL dataset trajectories,Original Behavior,745,-283136.34375
NeoRL dataset trajectories,Original Behavior,746,-283153.75
NeoRL dataset trajectories,Original Behavior,747,-282911.3125
NeoRL dataset trajectories,Original Behavior,748,-284921.125
NeoRL dataset trajectories,Original Behavior,749,-283049.8125
NeoRL dataset trajectories,Original Behavior,750,-282368.53125
NeoRL dataset trajectories,Original Behavior,751,-282955.25
NeoRL dataset trajectories,Original Behavior,752,-283383.3125
NeoRL dataset trajectories,Original Behavior,753,-281312.0
NeoRL dataset trajectories,Original Behavior,754,-284180.0625
NeoRL dataset trajectories,Original Behavior,755,-283490.5625
NeoRL dataset trajectories,Original Behavior,756,-282878.0625
NeoRL dataset trajectories,Original Behavior,757,-282658.59375
NeoRL dataset trajectories,Original Behavior,758,-282121.0
NeoRL dataset trajectories,Original Behavior,759,-280814.25
NeoRL dataset trajectories,Original Behavior,760,-282923.71875
NeoRL dataset trajectories,Original Behavior,761,-282884.1875
NeoRL dataset trajectories,Original Behavior,762,-282739.09375
NeoRL dataset trajectories,Original Behavior,763,-282078.8125
NeoRL dataset trajectories,Original Behavior,764,-284859.90625
NeoRL dataset trajectories,Original Behavior,765,-282827.4375
NeoRL dataset trajectories,Original Behavior,766,-282179.03125
NeoRL dataset trajectories,Original Behavior,767,-283496.9375
NeoRL dataset trajectories,Original Behavior,768,-283618.9375
NeoRL dataset trajectories,Original Behavior,769,-284396.5
NeoRL dataset trajectories,Original Behavior,770,-281953.75
NeoRL dataset trajectories,Original Behavior,771,-283236.0
NeoRL dataset trajectories,Original Behavior,772,-281457.28125
NeoRL dataset trajectories,Original Behavior,773,-282858.5
NeoRL dataset trajectories,Original Behavior,774,-280878.875
NeoRL dataset trajectories,Original Behavior,775,-282956.21875
NeoRL dataset trajectories,Original Behavior,776,-282597.25
NeoRL dataset trajectories,Original Behavior,777,-282374.6875
NeoRL dataset trajectories,Original Behavior,778,-282848.6875
NeoRL dataset trajectories,Original Behavior,779,-281914.875
NeoRL dataset trajectories,Original Behavior,780,-283628.5
NeoRL dataset trajectories,Original Behavior,781,-292498.34375
NeoRL dataset trajectories,Original Behavior,782,-282871.71875
NeoRL dataset trajectories,Original Behavior,783,-283978.25
NeoRL dataset trajectories,Original Behavior,784,-283119.21875
NeoRL dataset trajectories,Original Behavior,785,-283136.34375
NeoRL dataset trajectories,Original Behavior,786,-282727.1875
NeoRL dataset trajectories,Original Behavior,787,-284094.5625
NeoRL dataset trajectories,Original Behavior,788,-282733.6875
NeoRL dataset trajectories,Original Behavior,789,-283449.1875
NeoRL dataset trajectories,Original Behavior,790,-283697.5625
NeoRL dataset trajectories,Original Behavior,791,-282955.25
NeoRL dataset trajectories,Original Behavior,792,-283383.3125
NeoRL dataset trajectories,Original Behavior,793,-282519.125
NeoRL dataset trajectories,Original Behavior,794,-282009.25
NeoRL dataset trajectories,Original Behavior,795,-283185.1875
NeoRL dataset trajectories,Original Behavior,796,-282774.6875
NeoRL dataset trajectories,Original Behavior,797,-282658.59375
NeoRL dataset trajectories,Original Behavior,798,-282121.0
NeoRL dataset trajectories,Original Behavior,799,-280814.25
NeoRL dataset trajectories,Original Behavior,800,-282763.1875
NeoRL dataset trajectories,Original Behavior,801,-282884.1875
NeoRL dataset trajectories,Original Behavior,802,-282739.09375
NeoRL dataset trajectories,Original Behavior,803,-282351.3125
NeoRL dataset trajectories,Original Behavior,804,-284108.5
NeoRL dataset trajectories,Original Behavior,805,-284066.28125
NeoRL dataset trajectories,Original Behavior,806,-284550.1875
NeoRL dataset trajectories,Original Behavior,807,-283017.625
NeoRL dataset trajectories,Original Behavior,808,-283618.9375
NeoRL dataset trajectories,Original Behavior,809,-283444.59375
NeoRL dataset trajectories,Original Behavior,810,-283140.6875
NeoRL dataset trajectories,Original Behavior,811,-282612.53125
NeoRL dataset trajectories,Original Behavior,812,-283090.4375
NeoRL dataset trajectories,Original Behavior,813,-282858.5
NeoRL dataset trajectories,Original Behavior,814,-282644.28125
NeoRL dataset trajectories,Original Behavior,815,-281356.375
NeoRL dataset trajectories,Original Behavior,816,-282597.25
NeoRL dataset trajectories,Original Behavior,817,-282374.6875
NeoRL dataset trajectories,Original Behavior,818,-283038.96875
NeoRL dataset trajectories,Original Behavior,819,-282942.4375
NeoRL dataset trajectories,Original Behavior,820,-283628.5
NeoRL dataset trajectories,Original Behavior,821,-282671.5625
NeoRL dataset trajectories,Original Behavior,822,-283811.71875
NeoRL dataset trajectories,Original Behavior,823,-282929.96875
NeoRL dataset trajectories,Original Behavior,824,-282224.0
NeoRL dataset trajectories,Original Behavior,825,-283136.34375
NeoRL dataset trajectories,Original Behavior,826,-283153.75
NeoRL dataset trajectories,Original Behavior,827,-282911.3125
NeoRL dataset trajectories,Original Behavior,828,-282819.09375
NeoRL dataset trajectories,Original Behavior,829,-283449.1875
NeoRL dataset trajectories,Original Behavior,830,-283697.5625
NeoRL dataset trajectories,Original Behavior,831,-282816.375
NeoRL dataset trajectories,Original Behavior,832,-282753.46875
NeoRL dataset trajectories,Original Behavior,833,-282519.125
NeoRL dataset trajectories,Original Behavior,834,-284180.0625
NeoRL dataset trajectories,Original Behavior,835,-283490.5625
NeoRL dataset trajectories,Original Behavior,836,-282774.6875
NeoRL dataset trajectories,Original Behavior,837,-283675.9375
NeoRL dataset trajectories,Original Behavior,838,-282462.65625
NeoRL dataset trajectories,Original Behavior,839,-282181.6875
NeoRL dataset trajectories,Original Behavior,840,-282763.1875
NeoRL dataset trajectories,Original Behavior,841,-282884.1875
NeoRL dataset trajectories,Original Behavior,842,-284019.9375
NeoRL dataset trajectories,Original Behavior,843,-282078.8125
NeoRL dataset trajectories,Original Behavior,844,-282652.28125
NeoRL dataset trajectories,Original Behavior,845,-282827.4375
NeoRL dataset trajectories,Original Behavior,846,-282179.03125
NeoRL dataset trajectories,Original Behavior,847,-283017.625
NeoRL dataset trajectories,Original Behavior,848,-283102.96875
NeoRL dataset trajectories,Original Behavior,849,-284396.5
NeoRL dataset trajectories,Original Behavior,850,-282165.09375
NeoRL dataset trajectories,Original Behavior,851,-282612.53125
NeoRL dataset trajectories,Original Behavior,852,-283179.78125
NeoRL dataset trajectories,Original Behavior,853,-283398.1875
NeoRL dataset trajectories,Original Behavior,854,-280878.875
NeoRL dataset trajectories,Original Behavior,855,-281356.375
NeoRL dataset trajectories,Original Behavior,856,-282597.25
NeoRL dataset trajectories,Original Behavior,857,-282928.75
NeoRL dataset trajectories,Original Behavior,858,-284616.25
NeoRL dataset trajectories,Original Behavior,859,-283086.28125
NeoRL dataset trajectories,Original Behavior,860,-282777.4375
NeoRL dataset trajectories,Original Behavior,861,-283719.5
NeoRL dataset trajectories,Original Behavior,862,-283184.1875
NeoRL dataset trajectories,Original Behavior,863,-283978.25
NeoRL dataset trajectories,Original Behavior,864,-282224.0
NeoRL dataset trajectories,Original Behavior,865,-282530.5
NeoRL dataset trajectories,Original Behavior,866,-282727.1875
NeoRL dataset trajectories,Original Behavior,867,-284094.5625
NeoRL dataset trajectories,Original Behavior,868,-282733.6875
NeoRL dataset trajectories,Original Behavior,869,-285160.5
NeoRL dataset trajectories,Original Behavior,870,-278979.375
NeoRL dataset trajectories,Original Behavior,871,-284565.9375
NeoRL dataset trajectories,Original Behavior,872,-282669.375
NeoRL dataset trajectories,Original Behavior,873,-281312.0
NeoRL dataset trajectories,Original Behavior,874,-281933.75
NeoRL dataset trajectories,Original Behavior,875,-282737.0
NeoRL dataset trajectories,Original Behavior,876,-282832.5625
NeoRL dataset trajectories,Original Behavior,877,-282817.75
NeoRL dataset trajectories,Original Behavior,878,-282582.0
NeoRL dataset trajectories,Original Behavior,879,-282728.46875
NeoRL dataset trajectories,Original Behavior,880,-282923.71875
NeoRL dataset trajectories,Original Behavior,881,-282884.1875
NeoRL dataset trajectories,Original Behavior,882,-282340.75
NeoRL dataset trajectories,Original Behavior,883,-282078.8125
NeoRL dataset trajectories,Original Behavior,884,-284108.5
NeoRL dataset trajectories,Original Behavior,885,-282827.4375
NeoRL dataset trajectories,Original Behavior,886,-282179.03125
NeoRL dataset trajectories,Original Behavior,887,-283017.625
NeoRL dataset trajectories,Original Behavior,888,-283624.6875
NeoRL dataset trajectories,Original Behavior,889,-283444.59375
NeoRL dataset trajectories,Original Behavior,890,-281953.75
NeoRL dataset trajectories,Original Behavior,891,-282612.53125
NeoRL dataset trajectories,Original Behavior,892,-283090.4375
NeoRL dataset trajectories,Original Behavior,893,-283398.1875
NeoRL dataset trajectories,Original Behavior,894,-280878.875
NeoRL dataset trajectories,Original Behavior,895,-282956.21875
NeoRL dataset trajectories,Original Behavior,896,-283541.625
NeoRL dataset trajectories,Original Behavior,897,-282928.75
NeoRL dataset trajectories,Original Behavior,898,-283038.96875
NeoRL dataset trajectories,Original Behavior,899,-282942.4375
NeoRL dataset trajectories,Original Behavior,900,-283628.5
NeoRL dataset trajectories,Original Behavior,901,-282671.5625
NeoRL dataset trajectories,Original Behavior,902,-283811.71875
NeoRL dataset trajectories,Original Behavior,903,-283166.375
NeoRL dataset trajectories,Original Behavior,904,-283216.625
NeoRL dataset trajectories,Original Behavior,905,-281936.4375
NeoRL dataset trajectories,Original Behavior,906,-283936.3125
NeoRL dataset trajectories,Original Behavior,907,-282911.3125
NeoRL dataset trajectories,Original Behavior,908,-282733.6875
NeoRL dataset trajectories,Original Behavior,909,-283449.1875
NeoRL dataset trajectories,Original Behavior,910,-283697.5625
NeoRL dataset trajectories,Original Behavior,911,-282955.25
NeoRL dataset trajectories,Original Behavior,912,-282753.46875
NeoRL dataset trajectories,Original Behavior,913,-282583.0
NeoRL dataset trajectories,Original Behavior,914,-282009.25
NeoRL dataset trajectories,Original Behavior,915,-283185.1875
NeoRL dataset trajectories,Original Behavior,916,-282774.6875
NeoRL dataset trajectories,Original Behavior,917,-282658.59375
NeoRL dataset trajectories,Original Behavior,918,-282582.0
NeoRL dataset trajectories,Original Behavior,919,-280814.25
NeoRL dataset trajectories,Original Behavior,920,-282763.1875
NeoRL dataset trajectories,Original Behavior,921,-282388.9375
NeoRL dataset trajectories,Original Behavior,922,-282739.09375
NeoRL dataset trajectories,Original Behavior,923,-282891.96875
NeoRL dataset trajectories,Original Behavior,924,-282652.28125
NeoRL dataset trajectories,Original Behavior,925,-282827.4375
NeoRL dataset trajectories,Original Behavior,926,-284550.1875
NeoRL dataset trajectories,Original Behavior,927,-282358.90625
NeoRL dataset trajectories,Original Behavior,928,-283102.96875
NeoRL dataset trajectories,Original Behavior,929,-282708.125
NeoRL dataset trajectories,Original Behavior,930,-282165.09375
NeoRL dataset trajectories,Original Behavior,931,-281824.90625
NeoRL dataset trajectories,Original Behavior,932,-283179.78125
NeoRL dataset trajectories,Original Behavior,933,-283556.5625
NeoRL dataset trajectories,Original Behavior,934,-280878.875
NeoRL dataset trajectories,Original Behavior,935,-281356.375
NeoRL dataset trajectories,Original Behavior,936,-283541.625
NeoRL dataset trajectories,Original Behavior,937,-282928.75
NeoRL dataset trajectories,Original Behavior,938,-284616.25
NeoRL dataset trajectories,Original Behavior,939,-283086.28125
NeoRL dataset trajectories,Original Behavior,940,-282777.4375
NeoRL dataset trajectories,Original Behavior,941,-283719.5
NeoRL dataset trajectories,Original Behavior,942,-283811.71875
NeoRL dataset trajectories,Original Behavior,943,-283978.25
NeoRL dataset trajectories,Original Behavior,944,-283216.625
NeoRL dataset trajectories,Original Behavior,945,-281936.4375
NeoRL dataset trajectories,Original Behavior,946,-282727.1875
NeoRL dataset trajectories,Original Behavior,947,-282911.3125
NeoRL dataset trajectories,Original Behavior,948,-282733.6875
NeoRL dataset trajectories,Original Behavior,949,-285160.5
NeoRL dataset trajectories,Original Behavior,950,-283697.5625
NeoRL dataset trajectories,Original Behavior,951,-284565.9375
NeoRL dataset trajectories,Original Behavior,952,-283383.3125
NeoRL dataset trajectories,Original Behavior,953,-281312.0
NeoRL dataset trajectories,Original Behavior,954,-284180.0625
NeoRL dataset trajectories,Original Behavior,955,-283185.1875
NeoRL dataset trajectories,Original Behavior,956,-282878.0625
NeoRL dataset trajectories,Original Behavior,957,-282658.59375
NeoRL dataset trajectories,Original Behavior,958,-282582.0
NeoRL dataset trajectories,Original Behavior,959,-280814.25
NeoRL dataset trajectories,Original Behavior,960,-282763.1875
NeoRL dataset trajectories,Original Behavior,961,-282388.9375
NeoRL dataset trajectories,Original Behavior,962,-282340.75
NeoRL dataset trajectories,Original Behavior,963,-282891.96875
NeoRL dataset trajectories,Original Behavior,964,-284108.5
NeoRL dataset trajectories,Original Behavior,965,-284066.28125
NeoRL dataset trajectories,Original Behavior,966,-282179.03125
NeoRL dataset trajectories,Original Behavior,967,-283017.625
NeoRL dataset trajectories,Original Behavior,968,-283618.9375
NeoRL dataset trajectories,Original Behavior,969,-282708.125
NeoRL dataset trajectories,Original Behavior,970,-282165.09375
NeoRL dataset trajectories,Original Behavior,971,-282612.53125
NeoRL dataset trajectories,Original Behavior,972,-283090.4375
